,Carat,table,depth,x,y,z,cut,color,clarity,price
43654,0.51,55.0,62.0,5.12,5.14,3.18,Ideal,H,SI2,1435
11300,1.54,60.0,62.0,7.32,7.4,4.56,Premium,H,I1,4980
14489,1.33,57.0,61.3,7.08,7.11,4.35,Ideal,J,VS1,5852
14489,1.33,57.0,61.3,7.08,7.11,4.35,Ideal,J,VS1,5852
36482,0.32,57.0,61.76785962072156,4.42,4.45,2.7,Ideal,F,IF,943
19304,1.13,58.0,61.4,6.73,6.68,4.12,Premium,G,VVS2,8019
9078,1.08,59.0,62.1,6.57,6.53,4.07,Ideal,I,SI1,4521
12917,1.28,60.0,60.2,6.97,6.93,4.31,Premium,H,SI2,5376
2227,0.9,56.0,61.76785962072156,6.1,6.03,3.98,Fair,G,SI1,3145
24964,2.02,57.0,62.7,8.07,7.93,5.03,Ideal,F,SI2,13453
34275,0.41,56.0,63.8,4.7,4.74,3.01,Good,G,I1,467
51723,0.7,59.0,59.8,5.74,5.8,3.45,Very Good,F,SI1,2401
45696,0.51,55.0,61.0,5.729355091583495,5.21,3.17,Very Good,H,SI1,1698
12259,1.26,59.0,60.1,7.03,6.99,4.21,Premium,I,SI2,5207
46068,0.56,62.0,61.4,5.34,5.28,3.26,Good,E,VS2,1736
46068,0.56,62.0,61.4,5.34,5.28,3.26,Good,E,VS2,1736
40438,0.52,58.0,61.8,5.17,5.21,3.21,Good,D,SI2,1138
10091,1.02,59.0,62.7,6.36,6.44,4.01,Very Good,D,SI2,4712
24600,1.19,57.0,62.0,6.86,6.76,4.22,Ideal,D,VVS2,12912
13576,1.21,59.0,62.3,6.81,6.77,4.23,Premium,I,SI1,5556
3115,0.92,57.0,66.0,6.04,5.99,3.97,Fair,F,SI1,3323
3115,0.92,57.0,66.0,6.04,5.99,3.97,Fair,F,SI1,3323
3115,0.92,57.0,66.0,6.04,5.99,3.97,Fair,F,SI1,3323
31059,0.31,57.0,60.5,4.39,4.41,2.66,Ideal,D,VS1,752
10657,1.0,62.0,61.76785962072156,6.64,6.59,3.75,Good,G,VS2,4838
271,0.7983089555010006,57.0,62.9,5.66,5.69,3.57,Very Good,E,VS2,2793
52244,0.8,63.0,61.76785962072156,6.09,6.18,3.5,Very Good,H,SI2,2487
39249,0.7983089555010006,53.0,62.4,4.79,4.8,2.99,Ideal,G,VVS1,1068
39249,0.7983089555010006,53.0,62.4,4.79,4.8,2.99,Ideal,G,VVS1,1068
46114,0.48,58.0,59.3,5.09,5.13,3.03,Good,D,VS1,1743
46114,0.48,58.0,59.3,5.09,5.13,3.03,Good,D,VS1,1743
11534,0.92,59.0,62.5,6.24,6.14,3.87,Premium,D,SI1,5028
18954,1.2,59.0,58.2,7.04,6.95,3.537891143452734,Premium,G,VS2,7795
40095,0.33,56.0,62.0,4.48,4.45,2.77,Ideal,G,SI1,1114
38116,0.3,55.0,62.1,4.3,4.27,2.66,Ideal,H,IF,1013
15521,0.7983089555010006,59.0,62.7,6.41,6.44,4.03,Premium,F,VS2,6220
15521,0.7983089555010006,59.0,62.7,6.41,6.44,4.03,Premium,F,VS2,6220
32880,0.4,57.0,63.2,4.73,4.7,2.98,Very Good,J,VS1,810
32880,0.4,57.0,63.2,4.73,4.7,2.98,Very Good,J,VS1,810
37202,0.7983089555010006,56.0,61.76785962072156,4.53,4.55,2.78,Ideal,G,IF,974
38152,0.75,59.0,64.0,5.78,5.62,3.66,Good,F,I1,1013
31136,0.31,62.0,59.0,4.41,4.43,2.61,Ideal,G,VVS1,755
51852,0.7,57.42490893754073,60.3,5.77,5.73,3.47,Ideal,D,SI2,2423
2080,0.81,57.0,62.4,5.92,5.97,3.71,Ideal,E,SI1,3109
42905,0.5,64.3,61.9,5.01,5.03,3.11,Good,H,VVS2,1362
28782,0.37,56.0,62.3,4.61,4.64,2.88,Very Good,D,SI1,681
52712,0.52,61.0,58.8,5.31,5.27,3.11,Premium,D,VVS1,2553
30644,0.42,59.0,63.0,4.77,5.734447312568118,3.01,Very Good,D,SI1,735
2006,0.9,55.0,62.6,6.11,6.13,3.83,Very Good,J,VS1,3102
46364,0.54,56.0,62.2,5.23,5.19,3.24,Ideal,G,VS1,1760
14784,1.28,56.0,61.9,5.729355091583495,6.94,4.32,Premium,H,SI2,5949
46661,0.51,55.0,61.2,5.13,5.17,3.15,Ideal,D,VS2,1787
9468,1.07,56.3,61.6,6.55,6.59,4.04,Ideal,J,VS2,4602
39882,0.42,55.0,62.6,4.78,4.77,2.99,Ideal,G,VVS2,1103
39882,0.42,55.0,62.6,4.78,4.77,2.99,Ideal,G,VVS2,1103
14223,1.2,57.0,59.3,6.95,7.04,4.15,Ideal,I,VS1,5765
14223,1.2,57.0,59.3,6.95,7.04,4.15,Ideal,I,VS1,5765
51599,0.7983089555010006,60.0,64.2,5.58,5.64,3.6,Good,E,VS2,2394
41747,0.52,56.0,63.6,5.07,5.09,3.23,Good,G,SI1,1244
6699,0.32,53.0,61.5,4.44,4.47,2.74,Ideal,J,VS2,409
50465,0.71,57.0,63.1,5.66,5.71,3.59,Ideal,I,VS2,2265
3333,0.71,55.0,61.7,5.73,5.77,3.55,Ideal,E,SI1,3376
47655,0.34,55.0,61.4,4.52,4.5,2.77,Ideal,D,SI1,530
21622,1.06,57.0,61.0,6.63,6.54,4.02,Ideal,E,VVS2,9712
16112,1.07,58.0,60.4,6.61,6.66,4.01,Very Good,E,VS2,6441
23227,1.1,57.0,61.76785962072156,5.729355091583495,6.57,4.1,Ideal,F,IF,11233
19312,1.05,57.0,61.2,6.51,6.55,4.0,Ideal,G,VS1,8022
1644,0.7983089555010006,57.0,60.8,6.51,6.55,3.537891143452734,Very Good,G,I1,3018
22233,1.6,58.0,58.7,7.76,7.68,4.53,Premium,F,SI2,10286
22233,1.6,58.0,58.7,7.76,7.68,4.53,Premium,F,SI2,10286
11543,1.03,58.0,62.6,6.42,6.49,4.04,Very Good,E,SI1,5029
38523,0.34,57.42490893754073,61.8,4.5,4.47,2.77,Ideal,E,VS1,1033
22067,0.7983089555010006,60.0,62.4,7.41,7.36,4.61,Premium,E,SI2,10090
14938,1.36,58.0,59.3,7.21,7.18,4.27,Premium,I,VS2,6017
14938,1.36,58.0,59.3,7.21,7.18,4.27,Premium,I,VS2,6017
58,0.3,57.0,63.0,4.28,4.32,2.71,Very Good,I,SI1,405
58,0.3,57.0,63.0,4.28,4.32,2.71,Very Good,I,SI1,405
46359,0.51,63.0,57.9,5.24,5.39,3.08,Good,E,VS1,1760
30483,0.31,57.0,61.0,4.41,4.38,2.68,Ideal,D,SI1,732
51500,0.7983089555010006,56.0,61.7,5.89,5.91,3.64,Ideal,I,SI1,2382
5081,0.7983089555010006,65.0,65.7,6.06,5.94,3.94,Fair,D,SI1,3751
23702,0.4,59.0,61.76785962072156,4.79,4.83,2.87,Premium,J,VS1,631
21601,1.5,62.0,61.76785962072156,7.64,7.61,4.36,Good,I,VS1,9702
8493,1.07,57.0,61.76785962072156,6.56,6.58,4.1,Ideal,G,SI2,4419
36541,0.7983089555010006,57.0,62.3,4.74,4.67,2.93,Premium,F,SI1,945
19589,1.4,56.0,66.5,6.83,6.76,4.52,Fair,F,VS2,8216
45003,0.57,57.0,59.2,5.45,5.5,3.24,Ideal,F,VS2,1637
23493,2.07,56.0,62.2,8.2,8.16,5.09,Ideal,J,VS2,11500
12950,1.01,57.0,61.7,6.37,6.44,3.96,Ideal,H,SI1,5387
41030,0.7983089555010006,55.0,61.8,4.76,4.79,2.95,Ideal,H,IF,1187
41977,0.55,56.0,61.76785962072156,5.26,5.22,3.27,Ideal,F,SI2,1263
41977,0.55,56.0,61.76785962072156,5.26,5.22,3.27,Ideal,F,SI2,1263
45417,0.55,56.0,60.6,5.33,5.3,3.22,Ideal,E,SI1,1668
23902,0.7983089555010006,60.0,63.0,7.3,7.25,4.58,Premium,H,VVS2,12013
23902,0.7983089555010006,60.0,63.0,7.3,7.25,4.58,Premium,H,VVS2,12013
30498,0.31,56.0,62.4,4.35,4.33,2.71,Ideal,D,SI1,732
44616,0.7983089555010006,54.0,60.1,5.31,5.3,3.19,Ideal,G,VS2,1607
25169,0.7983089555010006,60.0,59.2,8.38,8.35,4.95,Premium,I,VS2,13753
28319,0.24,58.0,60.7,4.04,4.07,2.46,Very Good,H,VVS2,432
28319,0.24,58.0,60.7,4.04,4.07,2.46,Very Good,H,VVS2,432
36480,0.43,57.0,60.9,4.88,4.91,2.98,Very Good,G,VS1,943
6331,0.83,57.0,62.0,6.02,5.97,3.72,Ideal,F,SI1,4030
36959,0.32,56.0,63.2,4.36,4.31,2.74,Very Good,J,SI1,480
20477,1.48,57.0,62.1,7.35,7.28,4.54,Ideal,E,SI2,8818
53045,0.7983089555010006,61.0,61.7,5.74,5.76,3.55,Very Good,E,SI1,2606
33084,0.3,64.0,59.8,4.34,4.29,2.58,Good,E,VVS2,814
20600,1.01,58.0,59.9,6.54,6.49,3.9,Premium,F,VVS2,8905
45752,0.53,55.0,61.4,5.24,5.21,3.21,Ideal,D,SI1,1704
49296,0.7983089555010006,54.0,62.2,4.29,4.33,2.68,Ideal,H,VS1,539
1477,0.75,57.0,62.2,5.82,5.86,3.63,Ideal,E,SI1,2985
1477,0.75,57.0,62.2,5.82,5.86,3.63,Ideal,E,SI1,2985
48334,0.51,55.0,62.1,5.14,5.2,3.21,Ideal,D,VS1,1959
31707,0.7983089555010006,59.0,59.9,4.44,4.41,2.65,Premium,G,VS1,770
31707,0.7983089555010006,59.0,59.9,4.44,4.41,2.65,Premium,G,VS1,770
31707,0.7983089555010006,59.0,59.9,4.44,4.41,2.65,Premium,G,VS1,770
20394,0.31,57.0,62.8,4.34,4.36,2.73,Very Good,F,VS2,625
20394,0.31,57.0,62.8,4.34,4.36,2.73,Very Good,F,VS2,625
32975,0.37,61.0,58.9,4.66,4.68,2.75,Very Good,E,VS2,811
27092,2.01,59.0,61.4,8.06,8.13,4.97,Ideal,I,VS1,17227
44535,0.5,57.0,62.2,5.1,5.13,3.18,Ideal,E,VS1,1603
35925,0.43,57.0,61.9,4.86,4.83,3.0,Ideal,E,SI2,919
35925,0.43,57.0,61.9,4.86,4.83,3.0,Ideal,E,SI2,919
51430,0.7,57.0,62.6,5.63,5.68,3.54,Ideal,D,SI2,2373
1928,0.72,57.0,63.2,5.69,5.73,3.61,Very Good,F,VS1,3083
44659,0.35,58.0,60.8,4.51,4.57,2.76,Premium,D,SI2,522
29927,0.38,62.0,63.4,4.52,4.56,2.88,Good,G,VS2,713
48053,0.7983089555010006,60.0,60.7,5.75,5.78,3.5,Ideal,I,SI2,1927
9085,1.2,58.0,61.2,6.77,6.82,4.16,Very Good,J,SI2,4523
30815,0.33,60.0,61.4,4.45,5.734447312568118,2.72,Premium,G,VS2,743
1837,0.71,57.42490893754073,62.8,5.67,5.57,3.53,Fair,G,VVS1,3062
48023,0.5,56.0,61.1,5.12,5.23,3.16,Ideal,D,VS1,1922
12923,1.13,55.0,62.0,6.68,6.7,4.15,Ideal,I,SI2,5378
11506,1.01,59.0,60.4,6.48,6.51,3.92,Ideal,F,SI2,5020
16454,0.7983089555010006,58.0,59.8,6.95,6.9,4.14,Premium,H,SI1,6573
39749,0.5,59.0,62.3,5.02,4.99,3.12,Premium,H,SI1,1094
51685,0.55,56.0,60.4,5.36,5.38,3.24,Very Good,E,VVS2,2399
38538,0.34,58.0,59.3,4.55,4.52,2.69,Premium,D,VS2,1033
2136,0.71,56.1,61.8,5.72,5.74,3.54,Ideal,G,VS1,3123
6625,1.1,56.0,64.2,6.55,6.51,4.19,Good,G,SI2,4084
1788,0.82,56.0,61.8,5.95,5.99,3.69,Good,E,SI2,3050
13346,1.02,57.42490893754073,62.7,6.44,6.36,4.01,Premium,G,VS2,5506
18673,1.41,59.0,59.4,7.34,7.38,4.37,Very Good,J,VS1,7636
27382,0.41,58.0,60.8,4.78,4.83,2.92,Very Good,F,SI2,647
34271,0.25,54.0,63.3,3.98,4.02,2.52,Very Good,H,VVS2,467
34271,0.25,54.0,63.3,3.98,4.02,2.52,Very Good,H,VVS2,467
22752,1.12,57.0,60.6,6.77,6.66,4.07,Ideal,E,VVS2,10769
40135,0.41,57.0,61.76785962072156,4.78,5.734447312568118,2.96,Ideal,H,VVS1,1115
41696,0.54,57.0,62.2,5.17,5.22,3.23,Very Good,G,SI1,1241
21367,0.36,53.0,62.2,4.57,4.59,2.85,Ideal,D,SI1,626
43850,0.47,61.2,58.3,5.11,5.15,2.98,Good,E,VS1,1447
14180,0.81,54.0,62.5,5.95,5.98,3.73,Ideal,E,VVS1,5752
14180,0.81,54.0,62.5,5.95,5.98,3.73,Ideal,E,VVS1,5752
17956,2.31,56.0,67.4,8.05,7.99,5.41,Fair,G,I1,7257
33653,0.39,61.0,63.0,4.65,4.62,2.92,Premium,E,SI2,834
4696,1.01,60.0,61.6,6.22,6.18,3.82,Premium,H,SI2,3676
49634,0.32,61.0,59.9,4.47,4.44,2.67,Ideal,I,SI1,540
20491,1.52,61.0,61.1,7.4,7.36,4.51,Premium,H,VS2,8825
45450,0.51,56.0,61.5,5.21,5.17,3.19,Ideal,D,VS2,1674
4306,0.82,56.0,61.3,6.02,6.06,3.7,Very Good,D,SI1,3593
20708,0.31,60.0,62.6,4.29,5.734447312568118,2.7,Premium,H,VVS2,625
52640,0.27,60.0,62.0,4.15,4.17,2.58,Very Good,E,VVS2,552
17477,1.01,59.0,60.8,6.45,6.41,3.91,Premium,F,VS1,7017
51247,0.7,58.0,60.5,5.8,5.74,3.49,Premium,D,SI2,2354
51746,0.7983089555010006,56.0,61.7,5.88,5.86,3.62,Ideal,G,SI2,2404
44380,0.5,60.0,60.5,5.09,5.13,3.09,Premium,E,VS2,1581
44380,0.5,60.0,60.5,5.09,5.13,3.09,Premium,E,VS2,1581
4470,0.8,54.0,62.3,5.95,5.97,3.71,Ideal,E,SI1,3622
44538,0.5,55.0,63.9,4.98,5.03,3.2,Very Good,E,VS1,1604
44538,0.5,55.0,63.9,4.98,5.03,3.2,Very Good,E,VS1,1604
44388,0.41,57.0,61.76785962072156,4.82,4.79,2.91,Ideal,D,VVS1,1582
24732,1.51,59.0,62.1,7.37,7.26,3.537891143452734,Ideal,F,VS2,13074
42209,0.7983089555010006,56.0,62.9,5.14,5.17,3.24,Very Good,D,SI2,1289
16972,1.22,58.0,61.8,6.88,6.82,4.23,Premium,G,SI1,6777
18433,1.3,59.0,59.9,7.18,5.734447312568118,4.28,Ideal,G,SI1,7498
13882,1.1,58.0,61.4,6.68,6.62,4.08,Premium,H,VS2,5652
3625,0.73,59.0,61.4,5.77,5.83,3.56,Ideal,H,IF,3429
3625,0.73,59.0,61.4,5.77,5.83,3.56,Ideal,H,IF,3429
25922,2.0,59.0,63.0,7.97,5.734447312568118,5.03,Very Good,J,VVS2,15076
36598,0.38,56.0,61.8,4.67,4.72,2.9,Ideal,E,VVS2,947
30862,0.33,59.0,61.1,4.47,4.43,2.72,Premium,G,VS2,743
26687,0.28,59.0,62.2,4.19,4.23,2.62,Very Good,E,VS1,428
28600,0.3,53.0,63.1,4.32,4.27,2.71,Very Good,E,SI1,675
12962,1.0,57.42490893754073,62.1,6.3,6.32,3.92,Very Good,D,SI1,5390
34949,0.31,57.42490893754073,61.0,4.39,4.43,2.69,Ideal,I,SI2,379
53489,0.7983089555010006,58.0,63.5,5.63,5.734447312568118,3.56,Very Good,H,VVS1,2682
4986,0.7983089555010006,60.0,63.2,6.27,6.3,3.97,Good,H,SI2,3740
43429,0.5,59.0,60.3,5.11,5.14,3.09,Very Good,D,SI1,1415
49679,0.53,57.0,60.1,5.25,5.31,3.17,Ideal,E,VS1,2143
20734,1.01,55.0,63.3,6.36,6.41,4.04,Good,E,VVS2,8976
36851,0.37,59.0,61.9,4.61,4.57,2.84,Premium,F,VS2,957
17517,1.04,59.0,61.1,6.54,6.56,4.0,Premium,E,VS2,7047
42915,0.53,56.0,63.8,5.18,5.14,3.29,Good,G,SI1,1363
19834,1.0,60.0,61.2,6.43,6.38,3.92,Premium,F,VVS2,8400
48302,0.31,56.0,62.0,4.35,4.39,2.71,Ideal,D,SI1,533
8276,1.02,60.0,65.5,6.27,6.24,4.1,Fair,D,SI2,4381
41655,0.58,57.0,62.0,5.32,5.35,3.31,Ideal,F,SI2,1239
51752,0.7,61.0,60.7,5.69,5.71,3.46,Good,E,SI2,2405
15261,1.06,57.0,61.8,6.52,6.56,4.04,Ideal,G,VS2,6128
42737,0.51,56.0,63.9,5.07,5.1,3.25,Good,G,VS2,1343
21615,1.71,59.0,61.2,7.65,7.72,4.7,Very Good,J,VS1,9707
21615,1.71,59.0,61.2,7.65,7.72,4.7,Very Good,J,VS1,9707
21615,1.71,59.0,61.2,7.65,7.72,4.7,Very Good,J,VS1,9707
6957,1.05,58.0,61.1,6.56,6.51,3.99,Premium,J,VS2,4145
31022,0.37,57.42490893754073,59.5,4.67,4.64,2.77,Premium,H,SI1,749
31022,0.37,57.42490893754073,59.5,4.67,4.64,2.77,Premium,H,SI1,749
43886,0.54,55.0,63.1,5.18,5.22,3.27,Ideal,I,VS1,1453
30693,0.3,59.0,61.4,4.31,4.36,2.66,Premium,F,VVS2,737
43502,0.43,55.0,62.1,4.85,4.81,3.0,Ideal,F,VVS1,1422
43502,0.43,55.0,62.1,4.85,4.81,3.0,Ideal,F,VVS1,1422
4955,0.9,59.0,62.8,6.08,6.12,3.83,Good,G,SI1,3734
53774,0.79,57.0,63.6,5.86,5.84,3.72,Good,G,SI1,2726
1476,0.7,56.0,63.1,5.62,5.69,3.57,Ideal,D,VS2,2985
15033,0.3,57.0,62.9,4.28,4.31,3.537891143452734,Very Good,H,VVS2,605
42267,0.7983089555010006,55.0,62.3,4.88,4.85,3.03,Ideal,D,VS1,1294
13271,1.0,55.0,63.7,6.28,6.21,3.98,Fair,G,VS2,5484
24254,1.5,60.0,62.0,5.729355091583495,7.29,4.53,Ideal,F,SI1,12466
14076,1.2,57.0,61.6,6.84,6.79,4.2,Ideal,H,SI2,5712
14841,1.24,60.0,61.1,6.94,6.91,4.23,Ideal,I,SI1,5976
14841,1.24,60.0,61.1,6.94,6.91,4.23,Ideal,I,SI1,5976
45686,0.54,56.0,61.8,5.25,5.27,3.25,Ideal,H,VVS2,1696
1186,0.72,57.0,63.3,5.69,5.72,3.61,Very Good,F,VS2,2931
44934,0.7983089555010006,55.9,61.3,5.23,5.27,3.21,Ideal,H,VS1,1633
44934,0.7983089555010006,55.9,61.3,5.23,5.27,3.21,Ideal,H,VS1,1633
28352,0.41,57.0,63.2,4.69,4.74,2.98,Very Good,E,SI1,667
10397,0.31,58.0,62.6,4.34,4.29,3.537891143452734,Premium,G,SI1,593
37908,0.41,56.0,60.8,4.76,4.79,2.92,Ideal,F,VS1,1007
51854,0.7,59.0,61.0,5.729355091583495,5.734447312568118,3.49,Ideal,F,SI1,2423
9721,1.01,55.0,61.4,6.46,6.5,3.98,Ideal,G,SI1,4653
9721,1.01,55.0,61.4,6.46,6.5,3.98,Ideal,G,SI1,4653
9721,1.01,55.0,61.4,6.46,6.5,3.98,Ideal,G,SI1,4653
46496,0.5,61.0,60.4,5.12,5.14,3.1,Very Good,F,VVS2,1778
18117,1.58,58.0,64.7,7.28,7.22,4.69,Fair,H,SI1,7333
18117,1.58,58.0,64.7,7.28,7.22,4.69,Fair,H,SI1,7333
9969,1.14,56.0,63.5,6.58,6.62,4.19,Good,I,SI1,4702
43573,0.41,57.42490893754073,61.7,4.82,4.78,2.96,Ideal,E,VVS1,1431
13367,0.24,59.0,63.0,3.93,3.97,2.49,Very Good,F,VS1,419
30411,0.32,59.0,61.7,4.37,4.41,2.71,Premium,G,VVS2,730
18626,1.01,57.0,62.0,5.729355091583495,6.39,3.98,Ideal,F,VS1,7602
19013,0.7983089555010006,59.0,60.2,7.53,7.61,4.56,Very Good,G,VS2,7832
19013,0.7983089555010006,59.0,60.2,7.53,7.61,4.56,Very Good,G,VS2,7832
19013,0.7983089555010006,59.0,60.2,7.53,7.61,4.56,Very Good,G,VS2,7832
39813,0.4,55.0,61.7,4.75,4.78,2.94,Ideal,G,SI1,1097
45968,0.32,57.0,63.0,4.35,4.38,2.75,Very Good,D,SI1,526
48364,0.7983089555010006,57.0,61.0,5.28,5.35,3.24,Ideal,D,VS2,1963
44842,0.56,56.0,61.3,5.32,5.27,3.25,Ideal,H,VS2,1625
17509,1.01,56.0,62.2,6.38,6.42,3.98,Very Good,E,VS1,7039
46145,0.7983089555010006,58.0,59.8,5.19,5.15,3.09,Premium,G,VS1,1746
5048,0.31,55.0,62.3,4.36,4.34,3.537891143452734,Premium,H,SI1,573
50235,0.72,55.0,62.4,5.72,5.76,3.58,Ideal,F,SI2,2232
15003,1.09,55.0,61.1,6.7,6.66,4.08,Ideal,E,SI1,6043
15003,1.09,55.0,61.1,6.7,6.66,4.08,Ideal,E,SI1,6043
44024,0.51,55.0,62.1,5.15,5.09,3.18,Ideal,E,SI1,1546
16400,1.43,58.0,62.1,7.23,7.16,4.47,Ideal,J,SI1,6546
6968,0.91,59.0,64.1,6.1,6.13,3.92,Good,G,VS1,4150
34111,0.36,58.0,60.4,4.61,4.66,2.8,Ideal,F,VVS2,853
24786,1.51,60.0,60.8,7.42,7.38,4.5,Premium,G,VS2,13157
39995,0.41,57.0,62.6,4.79,4.76,2.99,Ideal,F,VS2,1107
47236,0.71,57.0,62.8,5.64,5.67,3.537891143452734,Very Good,J,SI1,1841
8723,0.31,61.0,58.9,4.46,4.43,2.62,Premium,H,VS2,586
35858,0.4,57.0,61.3,4.74,4.78,2.92,Ideal,F,VS1,917
48415,0.73,59.0,60.2,5.87,5.82,3.52,Premium,F,SI2,1971
5300,0.7983089555010006,55.0,61.6,6.5,6.45,3.99,Ideal,J,SI2,3801
48701,0.62,60.0,62.3,5.46,5.39,3.38,Premium,F,SI1,2009
18670,0.7983089555010006,54.0,62.0,6.79,6.83,3.537891143452734,Ideal,H,VS2,7633
34974,0.23,55.0,64.5,3.85,3.9,2.5,Good,E,VVS2,472
38073,0.3,60.0,61.5,4.31,4.28,2.64,Premium,E,VVS2,1013
19611,1.32,57.0,62.1,7.02,7.05,4.37,Ideal,G,SI1,8231
7666,1.01,60.0,63.5,6.41,6.38,3.92,Very Good,G,SI1,4271
7666,1.01,60.0,63.5,6.41,6.38,3.92,Very Good,G,SI1,4271
23901,1.75,57.0,60.7,7.78,7.83,4.74,Very Good,D,SI2,12012
39554,0.32,55.0,62.2,4.4,4.38,2.73,Ideal,G,VVS1,1080
6275,1.0,61.0,63.0,6.31,6.35,3.99,Very Good,G,SI2,4015
35589,0.4,57.0,62.5,5.729355091583495,4.7,2.95,Ideal,E,SI1,907
35589,0.4,57.0,62.5,5.729355091583495,4.7,2.95,Ideal,E,SI1,907
26776,1.71,55.0,62.1,7.74,7.59,4.76,Ideal,G,VS1,16618
26776,1.71,55.0,62.1,7.74,7.59,4.76,Ideal,G,VS1,16618
5015,0.7983089555010006,58.0,62.6,6.14,6.09,3.83,Premium,F,SI2,3746
44808,0.5,57.0,60.0,5.12,5.15,3.08,Ideal,E,VS2,1624
22941,1.04,55.0,61.8,6.56,6.49,4.03,Ideal,F,IF,10984
47966,0.52,55.0,61.6,5.2,5.734447312568118,3.19,Ideal,D,VS2,1919
37216,0.44,63.0,61.76785962072156,5.11,5.06,2.88,Good,F,SI2,974
26150,1.78,59.0,60.2,7.83,5.734447312568118,4.75,Premium,H,VS1,15460
18926,1.5,60.0,62.3,7.28,7.22,4.52,Very Good,H,SI2,7775
23085,1.22,56.0,61.7,6.87,6.91,4.25,Ideal,G,IF,11111
52899,0.78,59.0,62.4,5.86,5.91,3.67,Very Good,F,SI2,2586
3875,0.9,56.0,63.7,6.08,6.13,3.89,Very Good,E,SI2,3482
6224,1.0,63.0,59.5,6.41,6.47,3.83,Very Good,G,SI2,4004
21084,1.63,54.0,62.0,7.67,7.6,4.73,Premium,I,SI1,9256
32922,0.44,56.0,62.6,4.84,4.9,3.05,Ideal,E,SI1,810
3161,0.7983089555010006,63.0,57.8,6.36,6.4,3.69,Good,D,SI2,3335
16565,1.01,59.0,62.8,6.37,6.34,3.99,Premium,G,VS1,6618
12684,0.7983089555010006,59.0,63.9,6.29,6.32,4.03,Good,F,SI1,5309
47516,0.53,54.0,61.9,5.2,5.23,3.23,Ideal,G,VVS2,1867
32526,0.35,57.0,62.6,4.45,4.47,2.79,Very Good,H,VVS1,798
44826,0.7983089555010006,62.8,61.8,5.13,5.734447312568118,3.18,Good,F,VS1,1624
6221,1.01,58.0,63.1,6.34,6.38,4.01,Good,F,SI2,4004
7555,1.01,55.0,63.4,5.729355091583495,6.27,3.99,Very Good,H,SI1,4249
27337,1.7,56.0,62.3,7.61,7.65,4.75,Ideal,F,VS2,17892
39678,0.7,59.0,66.2,5.59,5.4,3.65,Fair,F,I1,1087
20955,0.7983089555010006,55.0,62.6,7.58,7.65,3.537891143452734,Very Good,J,VS2,9170
35278,0.5,55.0,62.3,5.07,5.11,3.537891143452734,Ideal,J,SI1,895
32788,0.32,58.0,60.3,4.43,4.46,2.68,Ideal,D,VVS2,804
30154,0.45,57.0,60.9,4.95,4.9,3.05,Premium,J,SI2,720
21489,1.7,58.0,62.9,7.55,7.59,4.76,Very Good,J,VS2,9586
4393,0.31,58.0,61.4,4.34,4.39,2.68,Premium,D,SI1,571
43287,0.31,55.0,61.7,4.34,4.38,2.69,Ideal,H,VS2,507
42027,0.38,56.0,61.76785962072156,4.64,4.67,2.9,Ideal,E,VVS1,1267
42027,0.38,56.0,61.76785962072156,4.64,4.67,2.9,Ideal,E,VVS1,1267
44916,0.53,56.0,62.2,5.19,5.23,3.24,Ideal,D,SI1,1631
17483,1.1,60.0,59.4,6.78,6.72,4.01,Premium,G,VS2,7022
47970,0.7983089555010006,56.0,64.0,4.14,4.17,2.66,Very Good,D,VVS2,532
1138,0.71,60.0,60.1,5.76,5.79,3.47,Very Good,D,SI1,2921
36986,0.51,61.0,63.7,4.99,4.96,3.17,Good,H,SI2,964
41375,0.51,56.0,63.8,5.04,5.08,3.23,Good,F,SI1,1220
41375,0.51,56.0,63.8,5.04,5.08,3.23,Good,F,SI1,1220
19414,0.7983089555010006,59.0,58.2,7.73,7.63,4.47,Premium,I,SI2,8069
51030,0.71,57.0,61.5,5.78,5.74,3.54,Ideal,E,SI1,2329
3310,0.7,56.0,61.76785962072156,5.76,5.81,3.53,Ideal,E,VS2,3370
15455,1.21,57.0,62.9,6.75,6.8,4.26,Very Good,H,VS2,6189
15455,1.21,57.0,62.9,6.75,6.8,4.26,Very Good,H,VS2,6189
50884,0.7983089555010006,56.0,61.76785962072156,5.93,5.99,3.81,Good,H,SI2,2316
18074,1.63,60.0,61.5,7.59,7.54,4.65,Premium,I,SI1,7302
3318,0.76,56.0,61.6,5.82,5.87,3.6,Ideal,G,VS1,3372
32643,0.31,59.0,61.2,4.38,4.34,2.67,Premium,H,VVS2,802
30635,0.3,56.8,60.9,4.34,4.38,2.65,Ideal,G,VVS1,735
30635,0.3,56.8,60.9,4.34,4.38,2.65,Ideal,G,VVS1,735
11678,1.26,60.0,60.3,7.0,6.94,4.2,Premium,E,SI2,5058
10238,1.02,57.0,62.5,6.41,6.46,3.537891143452734,Ideal,H,SI1,4746
44273,0.52,57.0,60.4,5.17,5.22,3.14,Ideal,E,VS2,1576
45760,0.61,57.0,62.7,5.39,5.42,3.39,Very Good,I,VS2,1706
4617,0.9,59.0,60.1,6.37,6.25,3.79,Premium,I,VS2,3663
9526,0.9,60.0,61.8,6.11,6.15,3.79,Very Good,H,VVS2,4617
9526,0.9,60.0,61.8,6.11,6.15,3.79,Very Good,H,VVS2,4617
22794,0.7983089555010006,58.0,61.6,7.35,7.4,4.54,Ideal,I,VVS2,10821
